rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,sales_growth,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
176,"14K Gold Plated Heavyweight Cuban Link Bracelet for Men, Solid Stainless Steel Hip Hop Chain, Fade-Resistant Hypoallergenic Wrist Jewelry, 8–20MM, Secure Double-Lock Clasp",,15.0,262.5,15.0,262.5,14.0,4,CrownForge Jewelry,时尚配件,,,,products_new_us.csv,60.0,59.5,70.0,20.0,100.0,60.0,71.6,54.5,59.3,
29,Xiao Watch,1.0,141.0,141.0,145.0,145.0,,4,Golden Still Jewelry,时尚配件,,,,products_new_us.csv,60.0,63.9,60.0,20.0,100.0,60.0,74.7,52.0,59.2,
340,"14K real Gold Plated Cuban Link Chain for Men, Hip Hop Heavyweight Solid Stainless Steel Necklace or Bracelet, Fade-Resistant, Hypoallergenic, 8–20MM, Secure Double-Lock Clasp jewelry",,4.0,70.0,4.0,70.0,14.0,4,CrownForge Jewelry,时尚配件,,,,products_new_us.csv,60.0,59.0,70.0,20.0,100.0,60.0,71.3,54.5,59.2,
37,FX469- red Watch,2.0,123.0,2289.0,123.0,246.0,,4,Fashionable Exquisite Watches,时尚配件,,,,products_new_us.csv,60.0,63.7,60.0,20.0,100.0,60.0,74.6,52.0,59.1,
28,Part 3 noche - Joyeria Variada-No cancels,1.0,143.0,143.0,151.0,151.0,,4,Abby Luxury,时尚配件,,,,products_new_us.csv,60.0,63.5,60.0,20.0,100.0,60.0,74.4,52.0,59.0,
32,GZMZC STAINLESS STEEL NECKLACE OR BRACELET $$$1,1.0,132.0,132.0,138.0,138.0,,4,ttsteeljewelry,时尚配件,,,,products_new_us.csv,60.0,63.2,60.0,20.0,100.0,60.0,74.3,52.0,59.0,
41,(KR) 14K Gold Plated Jewelry Exclusive,1.0,107.0,107.0,107.0,107.0,,4,Tewiky,时尚配件,,,,products_new_us.csv,60.0,63.1,60.0,20.0,100.0,60.0,74.2,52.0,58.9,
43,"Rhinestone Balloon Dog Keychain with Rhinestone Strap, Multi Color Bling Bag Charm Accessory for Car Keys Handbag Decor, Perfect Daily & Holiday Gift for All Occasions",1.0,103.0,103.0,103.0,103.0,12.0,4,KECNBAG,时尚配件,,,,products_new_us.csv,60.0,62.9,60.0,20.0,100.0,60.0,74.1,52.0,58.9,
33,$1 sale 8/18 Chloe,4.0,129.0,516.0,141.0,564.0,,4,VT crystal,时尚配件,,,,products_new_us.csv,60.0,62.3,60.0,20.0,100.0,60.0,73.6,52.0,58.7,
55,PreWatchesmium Fine women,1.0,82.0,82.0,82.0,82.0,,4,Golden Still Jewelry,时尚配件,,,,products_new_us.csv,60.0,62.1,60.0,20.0,100.0,60.0,73.5,52.0,58.6,
57,$1 CZ Gem auction 260818【Scarlett】,1.0,81.0,81.0,81.0,81.0,,4,Luvia Jewelry,时尚配件,,,,products_new_us.csv,60.0,62.1,60.0,20.0,100.0,60.0,73.5,52.0,58.6,
59,Last Jewelry piece,1.0,76.0,76.0,76.0,76.0,,4,POPOD Factory,时尚配件,,,,products_new_us.csv,60.0,61.9,60.0,20.0,100.0,60.0,73.3,52.0,58.6,
202,"Unisex Sun Shield Hat with Bow Accents, Lightweight Breathable Cycling Cap - 1 Size Cooling Sun Protection for Beach & Hiking, Outdoor Sports, Cooling Sun Protection Hats",,13.0,142.87,13.0,142.87,13.0,4,QYZPB shop,时尚配件,,,,products_new_us.csv,60.0,59.4,65.0,20.0,100.0,60.0,71.6,53.2,58.6,
442,"2026 New Style Unisex Wasteland Retro Distressed Duckbill Hat, Personalized Niche Stitching Grid Pattern Forward Cap, Vintage Sunshade Casual Headwear, Ideal for Daily Wear & Street Fashion",13.88,2.0,27.76,28.0,409.7,10.0,4,BAIPENGSHOP,时尚配件,,,,products_new_us.csv,100.0,40.4,50.0,20.0,100.0,60.0,58.3,63.5,58.6,价格战红海
38,Part 1 Mañana- Joyeria Variada-No cancels,3.0,123.0,369.0,136.0,408.0,,4,Abby Luxury,时尚配件,,,,products_new_us.csv,60.0,61.8,60.0,20.0,100.0,60.0,73.3,52.0,58.5,
42,ONE DOLLAR BIDDING1-2,1.0,103.0,103.0,110.0,110.0,,4,CASSIECA,时尚配件,,,,products_new_us.csv,60.0,61.7,60.0,20.0,100.0,60.0,73.2,52.0,58.5,
61,ONE DOLLAR BIDDING 2-1,1.0,73.0,73.0,73.0,73.0,,4,CASSIECA,时尚配件,,,,products_new_us.csv,60.0,61.8,60.0,20.0,100.0,60.0,73.2,52.0,58.5,
63,"6pcs Halloween Print Large Bow Ribbon Hair Clips Barrettes, Sweet Cool Funny Back-Of-Head Clip, School Season Halloween Gift, Girls' Hair Accessories",3.93,71.0,279.03,71.0,279.03,,4,QX Hair accessories,时尚配件,,,,products_new_us.csv,60.0,61.7,60.0,20.0,100.0,60.0,73.2,52.0,58.5,
65,FREEKISS Fashion Jewelry,1.0,70.0,70.0,70.0,70.0,,4,FREEKISS OFFICIAL,时尚配件,,,,products_new_us.csv,60.0,61.6,60.0,20.0,100.0,60.0,73.1,52.0,58.5,
66,Premium Fine Watches Womens,1.0,69.0,69.0,69.0,69.0,,4,Golden Still Jewelry,时尚配件,,,,products_new_us.csv,60.0,61.6,60.0,20.0,100.0,60.0,73.1,52.0,58.5,
74,ONE DOLLAR BIDDING1-5,1.0,59.0,59.0,59.0,59.0,,4,CASSIECA,时尚配件,,,,products_new_us.csv,60.0,61.2,60.0,20.0,100.0,60.0,72.8,52.0,58.4,
77,$1 CZ Gem auction 260817【Aurora】,3.0,53.0,159.0,53.0,159.0,,4,Luvia Jewelry,时尚配件,,,,products_new_us.csv,60.0,61.0,60.0,20.0,100.0,60.0,72.7,52.0,58.3,
80,"Full Rhinestone Star Keychain, Cute 3D Star Car Key Ring, Trendy Bag Charm Pendant, Lovely Small Gift, Present for Women & Girls",1.0,51.0,51.0,51.0,51.0,12.0,4,KECNBAG,时尚配件,,,,products_new_us.csv,60.0,60.9,60.0,20.0,100.0,60.0,72.6,52.0,58.3,
171,"Classic Adjustable Side Belt - Denim Alloy Belt for Casual Outings, All-Season Stylish Street Style Fashion Accessory, Belts",30.9,16.0,494.24,16.0,494.24,10.0,4,Sterluxe,时尚配件,,,,products_new_us.csv,70.0,59.5,50.0,20.0,100.0,60.0,71.6,53.0,58.3,
88,Sunglasses/Eye Wear (FINAL SALE) -No Cancellations NEW without tags. May need adjustments. BRILYN,1.0,44.0,44.0,44.0,44.0,,4,NanoTV,时尚配件,,,,products_new_us.csv,60.0,60.6,60.0,20.0,100.0,60.0,72.4,52.0,58.2,
197,200 count 3.0mm Lined Beads Nano Beads for Hair Extensions Copper Nano Ring for Nano Tip Extension (Black),,13.0,115.96,13.0,115.96,12.5,4,Wushuangna-shop,时尚配件,,,,products_new_us.csv,60.0,59.4,62.5,20.0,100.0,60.0,71.6,52.6,58.2,
342,Disney Store The Haunted Mansion Wallpaper Ear Headband for Adults,36.99,4.0,147.97,4.0,147.99,10.0,4,Disney Store,时尚配件,,,,products_new_us.csv,70.0,59.0,50.0,20.0,100.0,60.0,71.3,53.0,58.2,
396,"Disney Store - D23: The Ultimate Disney Fan Event Color Drench Plush Keychain Bundles - Mickey, Minnie, Donald, Pluto, Winnie, Piglet, Tigger, Eeyore",43.98,3.0,132.0,3.0,131.96,10.0,4,Disney Store,时尚配件,,,,products_new_us.csv,70.0,59.0,50.0,20.0,100.0,60.0,71.3,53.0,58.2,
438,Silver Amour Necklace,30.1,2.0,60.2,2.0,60.2,10.0,4,JewelsByJules,时尚配件,,,,products_new_us.csv,70.0,58.9,50.0,20.0,100.0,60.0,71.3,53.0,58.2,
450,Disney Store Plush Keychain Bag Charm – Blue – D23: The Ultimate Disney Fan Event,43.98,2.0,87.98,2.0,87.98,10.0,4,Disney Store,时尚配件,,,,products_new_us.csv,70.0,58.9,50.0,20.0,100.0,60.0,71.3,53.0,58.2,
473,"Spa Headband for Washing Face, Skincare Headband Wristband Set for Women, Reusable Machine-Washable Makeup Remover Towel Cloth",7.0,2.0,15.94,2.0,15.94,2.0,4,Limitless Trek,时尚配件,,,,products_new_us.csv,100.0,58.9,10.0,20.0,100.0,60.0,71.3,53.5,58.2,价格战红海
25,4-bling-gul8.17-beaded pen,2.0,152.0,304.0,198.0,396.0,,4,Bling US,时尚配件,,,,products_new_us.csv,60.0,60.3,60.0,20.0,100.0,60.0,72.2,52.0,58.1,
94,Buyer Choices Jewelry,1.0,40.0,40.0,40.0,40.0,,4,Tewiky,时尚配件,,,,products_new_us.csv,60.0,60.4,60.0,20.0,100.0,60.0,72.3,52.0,58.1,
95,8/17 - Fashion Accessories - Inspired by Fashion Accessories - No Cancellations - Bid Responsibly,1.0,40.0,40.0,40.0,40.0,,4,Value Outlets,时尚配件,,,,products_new_us.csv,60.0,60.4,60.0,20.0,100.0,60.0,72.3,52.0,58.1,
101,Tewiky (K) 14K Gold Plated Jewelry Exclusive K,1.0,36.0,77.0,36.0,36.0,,4,Tewiky,时尚配件,,,,products_new_us.csv,60.0,60.3,60.0,20.0,100.0,60.0,72.2,52.0,58.1,
103,ONE DOLLAR BIDDING 3-1,1.0,35.0,35.0,35.0,35.0,,4,CASSIECA,时尚配件,,,,products_new_us.csv,60.0,60.3,60.0,20.0,100.0,60.0,72.2,52.0,58.1,
104,"Teardrop Pendant Navel Ring, No Piercing Required, Non Piercing Jewelry, Fake Belly Button Ring, Unisex Body Jewelry, Body Jewellery, Belly Jewelry, Geometric Style, Copper Chain Material",3.29,35.0,115.15,35.0,115.15,,4,BodyPix,时尚配件,,,,products_new_us.csv,60.0,60.3,60.0,20.0,100.0,60.0,72.2,52.0,58.1,
108,Mad Hatter CUSTOM Hat,1.0,34.0,34.0,34.0,34.0,,4,The Mad Hatter Company,时尚配件,,,,products_new_us.csv,60.0,60.2,60.0,20.0,100.0,60.0,72.1,52.0,58.1,
110,FREE SHIP Gemstone Jewelry | Live Picks-N011,1.0,34.0,34.0,34.0,34.0,,4,AuraGem Jewelry,时尚配件,,,,products_new_us.csv,60.0,60.2,60.0,20.0,100.0,60.0,72.1,52.0,58.1,
491,"Brazilian Body Wave Unprocessed Human Hair Bundles with Full Ends, Natural Color, 3-10 Pcs/Set Bulk Pack for Resellers, Dyable & Restylable",,2.0,153.6,2.0,153.6,12.5,4,LuciMuca Hair Factory,时尚配件,,,,products_new_us.csv,60.0,58.9,62.5,20.0,100.0,60.0,71.3,52.6,58.1,
36,Part 2 Tarde- Joyeria Variada-No cancels,1.0,125.0,125.0,153.0,153.0,,4,Abby Luxury,时尚配件,,,,products_new_us.csv,60.0,60.2,60.0,20.0,100.0,60.0,72.1,52.0,58.0,
115,jm kimi 8.18-1,4.0,32.0,128.0,32.0,128.0,,4,Soocosisx,时尚配件,,,,products_new_us.csv,60.0,60.1,60.0,20.0,100.0,60.0,72.1,52.0,58.0,
116,Fashion jewelry--#Summervibes Ikty/08/17B,4.0,32.0,128.0,32.0,128.0,,4,Auralis Jewelry,时尚配件,,,,products_new_us.csv,60.0,60.1,60.0,20.0,100.0,60.0,72.1,52.0,58.0,
117,HARD JEWELRY STAINLESS STEEL PIECE - LISTEN FOR DETAILS!,1.0,30.0,30.0,30.0,30.0,,4,Hard Jewelry Official,时尚配件,,,,products_new_us.csv,60.0,60.1,60.0,20.0,100.0,60.0,72.0,52.0,58.0,
119,HARD JEWELRY ITEM - LISTEN FOR DETAILS,1.0,30.0,30.0,30.0,30.0,,4,Hard Jewelry Official,时尚配件,,,,products_new_us.csv,60.0,60.1,60.0,20.0,100.0,60.0,72.0,52.0,58.0,
121,3pcs-Black-White-Polka-Dot-Striped-Elastic-Sweatband-Stretchy Headbands Workout Headband Gym Headband-Suitable-For-Daily-Life-Yoga-Fitness-Travel-Women-Hair-Accessories,3.48,29.0,100.92,29.0,100.92,,4,ISBeyllaZ,时尚配件,,,,products_new_us.csv,60.0,60.0,60.0,20.0,100.0,60.0,72.0,52.0,58.0,
122,ONE DOLLAR BIDDING 3-2,1.0,28.0,28.0,28.0,28.0,,4,CASSIECA,时尚配件,,,,products_new_us.csv,60.0,60.0,60.0,20.0,100.0,60.0,72.0,52.0,58.0,
123,"Flower C-Type Angel Wings Nose Ring, Dangly Nose Ring, Sexy Piercing Jewelry, Body Jewelry, Body Jewellery, Unisex, All Seasons, Copper Chain Material",3.64,28.0,111.1,28.0,111.1,,4,BodyPix,时尚配件,,,,products_new_us.csv,60.0,60.0,60.0,20.0,100.0,60.0,72.0,52.0,58.0,
134,14K Gold Plated Two-piece Jewelry Set,2.0,26.0,52.0,26.0,52.0,,4,Tewiky,时尚配件,,,,products_new_us.csv,60.0,59.9,60.0,20.0,100.0,60.0,71.9,52.0,58.0,
138,"1 Piece Super Shiny Small Flower C-Type Nose Ring, Nose Studs, Nose Rings Studs, Vintage Body Jewelry, Body Jewellery, Body Piercing Jewelry, Unisex, Simple Design, Casual Style, Copper Chain Material, All Seasons",3.35,25.0,83.75,25.0,83.75,,4,BodyPix,时尚配件,,,,products_new_us.csv,60.0,59.9,60.0,20.0,100.0,60.0,71.9,52.0,58.0,
140,"TAO-Creative Cross Fashion Exquisite Trendy Bracelet with Luxurious Zircon, Hip Hop Style, Unisex, Perfect Gift for Birthday and Anniversary, All Seasons Wear",,24.0,538.8,24.0,538.8,,4,TAO-Fashion Hip Hop,时尚配件,,,,products_new_us.csv,60.0,59.8,60.0,20.0,100.0,60.0,71.9,52.0,57.9,
142,Versace Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),1.0,24.0,861.0,24.0,24.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,60.0,59.8,60.0,20.0,100.0,60.0,71.9,52.0,57.9,
151,"TAO-Creative Cross Bracelet with Luxurious Zircon, Hip Hop Style, Unisex, Perfect Gift for Birthday and Anniversary, Copper Exquisite Bracelet",,21.0,367.71,21.0,367.71,,4,TAO-Fashion Hip Hop,时尚配件,,,,products_new_us.csv,60.0,59.7,60.0,20.0,100.0,60.0,71.8,52.0,57.9,
158,"2 Pcs Women's Sweet Cute Mesh Bow Hair Clips, Fashion Elegant Design with Pearl Chain and Net Pompon, Girl Style Side Clip",3.79,18.0,71.58,18.0,71.79,,4,Dare to for,时尚配件,,,,products_new_us.csv,60.0,59.6,60.0,20.0,100.0,60.0,71.7,52.0,57.9,
163,"Women's Cute Elegant Style Gradient Butterfly Acetate Shark Hair Claw, Fun Claw Clips, Large National Wind Forest Atmosphere Photo Hair Accessory, Butterfly Hair Accessories",4.39,17.0,78.63,17.0,78.88,,4,Dare to for,时尚配件,,,,products_new_us.csv,60.0,59.5,60.0,20.0,100.0,60.0,71.7,52.0,57.9,
186,Tom Ford Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),1.0,14.0,994.0,14.0,14.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,60.0,59.4,60.0,20.0,100.0,60.0,71.6,52.0,57.8,
188,Carerra Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),1.0,14.0,616.0,14.0,14.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,60.0,59.4,60.0,20.0,100.0,60.0,71.6,52.0,57.8,
190,Gucci Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),1.0,13.0,1250.0,13.0,13.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,60.0,59.4,60.0,20.0,100.0,60.0,71.6,52.0,57.8,
194,"Luxury Floral Nose Clip Ring, No Piercing Jewelry, Casual Style, Copper Material, All Seasons Accessory, Perfect for Daily Wear, Rhinestone Nose Ring, Chic Body Jewelry, Body Jewellery",3.4,13.0,44.2,13.0,44.2,,4,BodyPix,时尚配件,,,,products_new_us.csv,60.0,59.4,60.0,20.0,100.0,60.0,71.6,52.0,57.8,
198,"Elegant French Style Large Rose Hair Clip for Women, Fabric Mimic Flower Design, Casual Daily Commute Accessory, Lazy Chic Hairstyle, Hairclips",4.53,13.0,58.89,13.0,58.89,,4,Dare to for,时尚配件,,,,products_new_us.csv,60.0,59.4,60.0,20.0,100.0,60.0,71.6,52.0,57.8,
200,"Christian Cross Necklace for Men Women, 18K Gold Plated Jesus Crucifix Pendant, Faith Religious Jewelry for Daily Wear Couple Gift, Waterproof Stainless Steel Anti Tarnish Vintage Streetwear Necklace, Unisex Statement Pendant Gift for Him Her Anniversary",,13.0,150.67,13.0,150.67,12.0,4,Hidden Gleam,时尚配件,,,,products_new_us.csv,60.0,59.4,60.0,20.0,100.0,60.0,71.6,52.0,57.8,
215,"4-Piece Vintage Faux Leather Brown Stone Pendant Necklace Set, Fashion Accessory Necklace, Stackable Short Necklaces, Elegant Collarbone Chains, Women's All-Season Necklaces",3.78,11.0,41.58,11.0,41.58,,4,Chic Aura Glitters,时尚配件,,,,products_new_us.csv,60.0,59.3,60.0,20.0,100.0,60.0,71.5,52.0,57.8,
217,14K ANILLO NO RETURNS NO CANCELACIONES,1.0,11.0,1143.0,11.0,11.0,,4,ZzocaloJewelry,时尚配件,,,,products_new_us.csv,60.0,59.3,60.0,20.0,100.0,60.0,71.5,52.0,57.8,
218,"Ankle Bracelets for Women Boho Anklet Waterproof Turquoise Anklets Link Chain Non Tarnish, Dainty Anklet Bracelets Adjustable Summer Beach Foot Jewelry Elegant Accessory Fashionable Jewelry Accessories",2.87,11.0,31.57,11.0,31.57,,4,Chic VIP Jewelry,时尚配件,,,,products_new_us.csv,60.0,59.3,60.0,20.0,100.0,60.0,71.5,52.0,57.8,
221,Faux Pearl Necklace,3.0,10.0,30.0,10.0,30.0,,4,LunaraJewelry,时尚配件,,,,products_new_us.csv,60.0,59.3,60.0,20.0,100.0,60.0,71.5,52.0,57.8,
222,Miu Miu Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),1.0,10.0,10.0,10.0,10.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,60.0,59.3,60.0,20.0,100.0,60.0,71.5,52.0,57.8,
225,"Super Shiny Simple Diamond Belly Button Ring, Navel Piercing Jewelry, Unisex Piercing Jewelry, Body Piercing Jewelry, Casual Plain Design, All Seasons Fashion Accessory",2.37,10.0,23.7,10.0,23.7,,4,BodyPix,时尚配件,,,,products_new_us.csv,60.0,59.3,60.0,20.0,100.0,60.0,71.5,52.0,57.8,
233,"1pc Matte Gold Color Boho Large Hollow Irregular Geometric Pendant On Gold Adjustable Chain Statement Fashion Accessory Necklace Jewelry For Women's Daily, Elegant Jewelry Gift For Her",,9.0,37.08,9.0,37.08,,4,Wanyi Jewels,时尚配件,,,,products_new_us.csv,60.0,59.2,60.0,20.0,100.0,60.0,71.5,52.0,57.8,
254,"TAO-Creative Infinity Symbol Bracelet, Clover Design with Luxurious Zircon, Clover Bracelets, Hip Hop Style, Unisex, Perfect Gift for Birthday and Anniversary, Fashion Bracelet",,8.0,224.24,8.0,224.24,,4,TAO-Fashion Hip Hop,时尚配件,,,,products_new_us.csv,60.0,59.2,60.0,20.0,100.0,60.0,71.4,52.0,57.8,
259,"Creative Zircon Cross Pendant Necklace, Costume Jewelry Necklace, 24-Inch Chain, Hip Hop Style, Luxury and Unique, Street Fashion, All Seasons Wear, Shining Necklace",,8.0,197.28,8.0,197.28,,4,TAO-Fashion Hip Hop,时尚配件,,,,products_new_us.csv,60.0,59.2,60.0,20.0,100.0,60.0,71.4,52.0,57.8,
265,"Men's Energy Jewelry, 8mm Agate Obsidian Bracelet, Matte Finish, Confidence and Stability, High-Quality Anklet, Elegant Bracelet",2.25,7.0,15.75,7.0,15.75,,4,Bling Hub2,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.4,52.0,57.7,
267,Faux Pearl Jewelry Set,4.0,7.0,28.0,7.0,28.0,,4,LunaraJewelry,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.4,52.0,57.7,
275,Ferragamo Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),1.0,7.0,7.0,7.0,7.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.4,52.0,57.7,
289,KIT,1.0,6.0,6.0,6.0,6.0,,4,Amigos Pro Shop,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.4,52.0,57.7,
291,14K DIJE NO RETURNS NO CANCELACIONES,1.0,6.0,3601.0,6.0,6.0,,4,ZzocaloJewelry,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.4,52.0,57.7,
298,PINS,1.0,6.0,6.0,6.0,6.0,,4,Amigos Pro Shop,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.4,52.0,57.7,
307,"925 Sterling Silver Ring, Natural Amazonite Gemstone",4.0,5.0,20.0,5.0,20.0,,4,Shop Minddha,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
308,"Vintage Narrow Frame Cat Eye Sunglasses, Metal Stripe Decoration, Dark Tint Lenses, Streetwear Fashion Accessory, Daily Photo Props, Tinted Lenses Sunglasses",3.0,5.0,15.0,5.0,15.0,,4,Pudhi Lao,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
312,Tiffany Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),1.0,5.0,520.0,5.0,5.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
326,0818a2,1.0,5.0,5.0,5.0,5.0,,4,DAILYPEARL,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
327,Welcome to my Livstream-Lucky Price,2.0,5.0,10.0,5.0,10.0,,4,Glam Sparkle Luxe,时尚配件,,,,products_new_us.csv,60.0,59.1,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
357,Mad Hatter Bundle,1.0,4.0,4.0,4.0,4.0,,4,The Mad Hatter Company,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
362,Just For you！Seize the opportunity,3.0,4.0,12.0,4.0,12.0,,4,Glam Sparkle Luxe,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
365,Live broadcast of limited-time activities,3.0,4.0,12.0,4.0,12.0,,4,DHGILTTER,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
374,Burberry Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),1.0,4.0,4.0,4.0,4.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
386,"2026 New 4-Piece Sun & Moon Ring Set, Vintage Purple Gem Stackable Rings, Gold & Silver Two-Tone Fashion Jewelry Combination, Perfect for Women's Daily Wear, Best Friend Gifts & Valentine's Day Gifts",3.31,4.0,13.24,4.0,13.24,,4,Chic Aura Glitters,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
387,"Dainty Sun & Moon Elegant Rhinestone Chain Necklace for Women, Vintage Crescent Star Pendant Choker, Available in Gold & Silver, Daily Commute Vacation Jewelry, Birthday Gift for Girlfriend & Best Friend",3.05,4.0,12.2,4.0,12.2,,4,Chic Aura Glitters,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
392,"Sweet Cool Girl Style Striped Hairband, Metal Hook Polka Dot Bow, Vintage Cute, Perfect for Daily, Photos, Parties",2.79,4.0,11.16,4.0,11.16,,4,DC Goth Acc,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
398,"Unisex Cat Eye Irregular Sunglasses, UV Blocking Eyewear, UV Protection, Casual Style, All-Season Wear, Retro Fashion, Party Travel Daily Use",3.04,3.0,9.12,3.0,9.12,,4,TAOGLASSES,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
419,"10pcs Cute Dog Bone and Crocodile Hair Clips, Funny Bone Hair Clamps, Multi-Functional Side Bangs Clips, Party and Holiday Accessories",2.72,3.0,8.16,3.0,8.16,,4,DC Goth Acc,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
431,"Pearl Collection T1b/33 Ombre Blonde Kinky Curly Bob Wig, 10/12/14 Inch, 180% Density, Glueless, Wash & Go, for Women, Curly Hair Wigs",,3.0,126.0,3.0,126.0,,4,Black Pearl Hair Store,时尚配件,,,,products_new_us.csv,60.0,59.0,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
441,"Women's Fashion Watch Bracelet Set with Alloy Round Roman Numerals, jewelry gifts, Fashionable Bracelet Style, Valentine's Day Gift, Christmas, Birthday, Bangles Bracelets Set, Bracelet Sets, Mix Bracelets, Bracelet Bundle",4.12,2.0,8.24,2.0,8.24,,4,HE TRADE,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
456,"Natural Amethyst Stone Elastic Wristband, Spiritual Healing Crystal Bracelet, Unisex Bohemian Mystic Jewelry, February Birthstone Gift",,2.0,4.14,2.0,4.14,,4,Crystal Link,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
458,"Women's Elegant Rhinestone Decor Digital Watch, Fashion Square Dial Digital Watch for Women & Girls, Trendy All-match & Exquisite Watch for Birthday Gift, Quartz Watches",4.02,2.0,8.04,2.0,8.04,,4,HE TRADE,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
459,"Rhinestone Star Decor Body Chain, Decorative Chain Accessory, Fashionable Body Jewelry for Women, Elegant All-match Fashion Accessories for Daily Wear",4.2,2.0,8.4,2.0,8.4,,4,HC Chic Accessories,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
460,"2/20pcs Cross Pendant Bag Charm And Keychain for Bags with an Upscale Design, Versatile And Elegant, a Stylish Accessory for Women",,2.0,6.12,2.0,6.12,,4,Huicheng shop,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
461,"Lolita Style Wing Headband, Gothic Cross Angel Hair Accessory, Punk Cosplay Costume, Elegant Patchwork Design, All Seasons",4.87,2.0,9.74,2.0,9.74,,4,DC Goth Acc,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
470,A sweet and playful sparkling heart-shaped crystal halo necklace is a gorgeous accessory for girls to wear at proms and parties.,4.98,2.0,9.96,2.0,9.96,,4,STEELVIBE,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
474,"Women's 14k Body Chain, Sexy Layered Waist Belt, Waist Chains, Cross Bikini Bra Jewelry, Summer Beach Rhinestone Crystal Bead Accessory",2.55,2.0,5.1,2.0,5.1,,4,O&C Arcs,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
